county_fips,measure,value
29087,no_highschool_share,0.10273193
29171,no_highschool_share,0.15280963
30071,no_highschool_share,0.08212401
30089,no_highschool_share,0.12750177
30105,no_highschool_share,0.089743592
30057,no_highschool_share,0.051624916
30007,no_highschool_share,0.1061061
37119,no_highschool_share,0.11188785
37183,no_highschool_share,0.08353062
37163,no_highschool_share,0.25030774
13113,no_highschool_share,0.057425577
37021,no_highschool_share,0.11029676
37173,no_highschool_share,0.17850882
37179,no_highschool_share,0.12192271
37147,no_highschool_share,0.1423333
37083,no_highschool_share,0.24181001
17189,no_highschool_share,0.10250702
17097,no_highschool_share,0.11119258
17197,no_highschool_share,0.095117122
17031,no_highschool_share,0.15535772
17043,no_highschool_share,0.078885823
37079,no_highschool_share,0.24006012
37127,no_highschool_share,0.16921012
37141,no_highschool_share,0.13327941
37023,no_highschool_share,0.2325749
37161,no_highschool_share,0.1836437
37129,no_highschool_share,0.093901582
37123,no_highschool_share,0.28241479
37051,no_highschool_share,0.10759879
13123,no_highschool_share,0.23535824
37087,no_highschool_share,0.13917467
37053,no_highschool_share,0.15005404
13157,no_highschool_share,0.18907931
37037,no_highschool_share,0.14182065
37125,no_highschool_share,0.10277838
13215,no_highschool_share,0.14613195
13311,no_highschool_share,0.14821456
37157,no_highschool_share,0.21030155
37155,no_highschool_share,0.28471261
37121,no_highschool_share,0.18660288
37199,no_highschool_share,0.16826886
37007,no_highschool_share,0.23741829
37093,no_highschool_share,0.16045663
37117,no_highschool_share,0.18539888
37153,no_highschool_share,0.1993894
48267,no_highschool_share,0.20863919
48321,no_highschool_share,0.21889099
48063,no_highschool_share,0.23760432
48449,no_highschool_share,0.2785514
48037,no_highschool_share,0.13244213
48407,no_highschool_share,0.21067648
48043,no_highschool_share,0.15225182
48323,no_highschool_share,0.43382519
48455,no_highschool_share,0.18694277
26163,no_highschool_share,0.15928493
26003,no_highschool_share,0.10641219
51600,no_highschool_share,0.080414556
21165,no_highschool_share,0.27708334
21055,no_highschool_share,0.20960295
21131,no_highschool_share,0.36865595
21027,no_highschool_share,0.23352508
21153,no_highschool_share,0.3439
21175,no_highschool_share,0.29286736
21063,no_highschool_share,0.29957807
51091,no_highschool_share,0.21106337
51690,no_highschool_share,0.22335707
48443,no_highschool_share,0.25507247
48311,no_highschool_share,0.32954547
6073,no_highschool_share,0.14521848
6033,no_highschool_share,0.14610898
6097,no_highschool_share,0.13284846
6013,no_highschool_share,0.11191709
6023,no_highschool_share,0.096482314
6045,no_highschool_share,0.14814332
6047,no_highschool_share,0.33270779
6009,no_highschool_share,0.072378226
6039,no_highschool_share,0.31524196
12117,no_highschool_share,0.082307242
35011,no_highschool_share,0.19330855
13265,no_highschool_share,0.31703341
48261,no_highschool_share,0.34705883
16033,no_highschool_share,0.29937631
20203,no_highschool_share,0.22645429
20077,no_highschool_share,0.12345977
20093,no_highschool_share,0.21046326
35033,no_highschool_share,0.15864426
48383,no_highschool_share,0.38789868
21097,no_highschool_share,0.20023392
72113,no_highschool_share,0.27670607
72097,no_highschool_share,0.33414346
72037,no_highschool_share,0.2735033
46123,no_highschool_share,0.13757803
72151,no_highschool_share,0.35346264
27163,no_highschool_share,0.040502835
27027,no_highschool_share,0.063268058
27075,no_highschool_share,0.061094038
47119,no_highschool_share,0.14426614
47121,no_highschool_share,0.25931585
47005,no_highschool_share,0.21470052
47031,no_highschool_share,0.17609327
47183,no_highschool_share,0.16228311
47089,no_highschool_share,0.19551751
47065,no_highschool_share,0.13670425
6069,no_highschool_share,0.23107091
8023,no_highschool_share,0.23515533
8071,no_highschool_share,0.15702248
11001,no_highschool_share,0.11571506
8069,no_highschool_share,0.055516429
8057,no_highschool_share,0.11262136
8033,no_highschool_share,0.11196911
8083,no_highschool_share,0.10122027
9009,no_highschool_share,0.1171352
9007,no_highschool_share,0.062071417
1097,no_highschool_share,0.16063106
1113,no_highschool_share,0.19642857
1049,no_highschool_share,0.29402503
8113,no_highschool_share,0.039151713
8013,no_highschool_share,0.061110392
8037,no_highschool_share,0.11311884
8109,no_highschool_share,0.21968815
8111,no_highschool_share,0.055888224
8027,no_highschool_share,0.053687315
6043,no_highschool_share,0.1233771
18017,no_highschool_share,0.16896951
18177,no_highschool_share,0.16601172
19021,no_highschool_share,0.21271963
19111,no_highschool_share,0.10021101
18071,no_highschool_share,0.13826887
18041,no_highschool_share,0.22680907
19045,no_highschool_share,0.10002685
18069,no_highschool_share,0.11476868
19059,no_highschool_share,0.066905327
17047,no_highschool_share,0.13165206
18009,no_highschool_share,0.13971671
18125,no_highschool_share,0.14222223
26083,no_highschool_share,0.072098479
26107,no_highschool_share,0.10180854
26115,no_highschool_share,0.10712514
26097,no_highschool_share,0.11723483
26013,no_highschool_share,0.18018825
26129,no_highschool_share,0.14948356
48001,no_highschool_share,0.21039067
48185,no_highschool_share,0.21485901
48373,no_highschool_share,0.23076923
48359,no_highschool_share,0.12713179
48053,no_highschool_share,0.15805662
48395,no_highschool_share,0.23721397
48199,no_highschool_share,0.13684152
51191,no_highschool_share,0.1682401
51139,no_highschool_share,0.24446397
51073,no_highschool_share,0.10682607
51069,no_highschool_share,0.14036815
51093,no_highschool_share,0.13915302
51095,no_highschool_share,0.065299772
51067,no_highschool_share,0.17314267
51003,no_highschool_share,0.085602358
51099,no_highschool_share,0.089156471
51125,no_highschool_share,0.19243924
51175,no_highschool_share,0.22047304
51061,no_highschool_share,0.085864224
51005,no_highschool_share,0.1728645
51153,no_highschool_share,0.10923275
51041,no_highschool_share,0.0990647
51027,no_highschool_share,0.31839171
51149,no_highschool_share,0.14049819
51089,no_highschool_share,0.22965838
51185,no_highschool_share,0.22976954
51131,no_highschool_share,0.21894529
51141,no_highschool_share,0.24743319
51145,no_highschool_share,0.14083242
51171,no_highschool_share,0.1540436
51193,no_highschool_share,0.20904
51177,no_highschool_share,0.10916184
51033,no_highschool_share,0.19103363
51023,no_highschool_share,0.097524002
51163,no_highschool_share,0.15601504
31151,no_highschool_share,0.16581021
31101,no_highschool_share,0.080352768
12029,no_highschool_share,0.2149367
31135,no_highschool_share,0.090038314
5085,no_highschool_share,0.13339911
5007,no_highschool_share,0.14153874
5039,no_highschool_share,0.17877196
5045,no_highschool_share,0.10634572
5095,no_highschool_share,0.24654832
5117,no_highschool_share,0.21402995
5099,no_highschool_share,0.17861205
5021,no_highschool_share,0.23937079
5037,no_highschool_share,0.20959385
5147,no_highschool_share,0.26417348
5015,no_highschool_share,0.15414119
5019,no_highschool_share,0.13783541
5133,no_highschool_share,0.33689329
5017,no_highschool_share,0.25782132
5109,no_highschool_share,0.1986049
5061,no_highschool_share,0.23954415
22079,no_highschool_share,0.17635304
22073,no_highschool_share,0.15276307
22123,no_highschool_share,0.28604561
22005,no_highschool_share,0.11037998
22045,no_highschool_share,0.23366921
22043,no_highschool_share,0.21159269
22107,no_highschool_share,0.25714287
22101,no_highschool_share,0.26809916
22025,no_highschool_share,0.30736423
22081,no_highschool_share,0.23694846
33017,no_highschool_share,0.083818376
33015,no_highschool_share,0.05470169
33009,no_highschool_share,0.083806165
34007,no_highschool_share,0.12857953
34031,no_highschool_share,0.18093644
34011,no_highschool_share,0.23033649
34001,no_highschool_share,0.15639731
34021,no_highschool_share,0.12716767
34035,no_highschool_share,0.067812808
29189,no_highschool_share,0.078701824
29113,no_highschool_share,0.14757645
29023,no_highschool_share,0.21809579
29123,no_highschool_share,0.24973281
30001,no_highschool_share,0.068910256
30083,no_highschool_share,0.097543657
30049,no_highschool_share,0.052688561
29037,no_highschool_share,0.079840079
29031,no_highschool_share,0.12330227
29159,no_highschool_share,0.1817494
25017,no_highschool_share,0.078806527
36013,no_highschool_share,0.12571916
36009,no_highschool_share,0.1253708
36115,no_highschool_share,0.12405855
2122,no_highschool_share,0.072145805
36071,no_highschool_share,0.12271563
2180,no_highschool_share,0.15880562
2170,no_highschool_share,0.075678498
37055,no_highschool_share,0.08458066
21135,no_highschool_share,0.26054931
37029,no_highschool_share,0.13738872
21095,no_highschool_share,0.29022542
21229,no_highschool_share,0.19371727
37149,no_highschool_share,0.1297022
21195,no_highschool_share,0.28088218
21011,no_highschool_share,0.26074827
4001,no_highschool_share,0.255496
21071,no_highschool_share,0.26407591
21181,no_highschool_share,0.20488301
21235,no_highschool_share,0.26553306
21121,no_highschool_share,0.32804433
21109,no_highschool_share,0.30656144
21031,no_highschool_share,0.24523161
30051,no_highschool_share,0.24545987
30023,no_highschool_share,0.10899911
17125,no_highschool_share,0.1458474
24027,no_highschool_share,0.050743733
24033,no_highschool_share,0.14462119
24017,no_highschool_share,0.088228017
25025,no_highschool_share,0.16060972
25001,no_highschool_share,0.055020399
25027,no_highschool_share,0.10624555
25011,no_highschool_share,0.079793707
24037,no_highschool_share,0.0972014
24041,no_highschool_share,0.10990226
24023,no_highschool_share,0.13203616
24019,no_highschool_share,0.16752522
25013,no_highschool_share,0.1630953
25015,no_highschool_share,0.067371555
39043,no_highschool_share,0.10719956
39051,no_highschool_share,0.11381316
28029,no_highschool_share,0.20385411
28149,no_highschool_share,0.16601397
28051,no_highschool_share,0.28624701
28011,no_highschool_share,0.26212272
28157,no_highschool_share,0.28144079
28001,no_highschool_share,0.21207821
28163,no_highschool_share,0.2585811
28121,no_highschool_share,0.11065527
28103,no_highschool_share,0.34547445
28143,no_highschool_share,0.23170356
36051,no_highschool_share,0.10771004
36067,no_highschool_share,0.10086785
36113,no_highschool_share,0.092451356
36065,no_highschool_share,0.13361083
47147,no_highschool_share,0.14813559
47117,no_highschool_share,0.19476087
47141,no_highschool_share,0.1695766
48501,no_highschool_share,0.29721299
49047,no_highschool_share,0.138082
47187,no_highschool_share,0.053597584
47129,no_highschool_share,0.20350361
47035,no_highschool_share,0.19083607
47059,no_highschool_share,0.1996924
1115,no_highschool_share,0.18039209
1087,no_highschool_share,0.20017298
1095,no_highschool_share,0.2382585
1023,no_highschool_share,0.24794336
1085,no_highschool_share,0.2612527
32021,no_highschool_share,0.11859609
35007,no_highschool_share,0.13401222
1107,no_highschool_share,0.20276152
35015,no_highschool_share,0.19115686
36059,no_highschool_share,0.097501382
47009,no_highschool_share,0.13300498
47165,no_highschool_share,0.12868559
47127,no_highschool_share,0.16863444
47189,no_highschool_share,0.11282395
47037,no_highschool_share,0.13562468
48413,no_highschool_share,0.23731419
47163,no_highschool_share,0.15875027
18147,no_highschool_share,0.13505727
23031,no_highschool_share,0.081017785
23007,no_highschool_share,0.085122377
23021,no_highschool_share,0.12239762
4005,no_highschool_share,0.12446035
4013,no_highschool_share,0.13582702
4007,no_highschool_share,0.15742713
4012,no_highschool_share,0.24725997
4021,no_highschool_share,0.15258676
72015,no_highschool_share,0.32371795
53031,no_highschool_share,0.054474872
21127,no_highschool_share,0.27096596
72039,no_highschool_share,0.39183536
27053,no_highschool_share,0.076584481
27121,no_highschool_share,0.079281315
27021,no_highschool_share,0.091860071
27129,no_highschool_share,0.10788458
27031,no_highschool_share,0.051633824
27107,no_highschool_share,0.11351123
27083,no_highschool_share,0.082723863
27171,no_highschool_share,0.06465587
27089,no_highschool_share,0.12147993
27069,no_highschool_share,0.1123011
27167,no_highschool_share,0.099038042
30069,no_highschool_share,0.040302265
46043,no_highschool_share,0.19297424
48435,no_highschool_share,0.2307393
48433,no_highschool_share,0.25447315
21017,no_highschool_share,0.18446815
21043,no_highschool_share,0.2446745
21033,no_highschool_share,0.15966941
46137,no_highschool_share,0.17465754
6071,no_highschool_share,0.21772903
5091,no_highschool_share,0.14899851
6113,no_highschool_share,0.15748078
12055,no_highschool_share,0.18994172
12077,no_highschool_share,0.24411018
42111,no_highschool_share,0.1437699
44007,no_highschool_share,0.19253492
45007,no_highschool_share,0.18261972
45025,no_highschool_share,0.25074589
42097,no_highschool_share,0.14687142
45017,no_highschool_share,0.17153318
48201,no_highschool_share,0.21299838
48399,no_highschool_share,0.22359984
48057,no_highschool_share,0.22458141
48469,no_highschool_share,0.18248188
51133,no_highschool_share,0.14412189
51051,no_highschool_share,0.27630067
49037,no_highschool_share,0.17243867
49015,no_highschool_share,0.10222626
49017,no_highschool_share,0.079750963
53033,no_highschool_share,0.079291448
53073,no_highschool_share,0.090785921
53077,no_highschool_share,0.28983614
53037,no_highschool_share,0.089199379
53041,no_highschool_share,0.14092836
53049,no_highschool_share,0.12416767
54075,no_highschool_share,0.1791635
54109,no_highschool_share,0.26543099
54081,no_highschool_share,0.18745649
54067,no_highschool_share,0.17587644
54031,no_highschool_share,0.20687209
55003,no_highschool_share,0.095128253
53065,no_highschool_share,0.094321713
53007,no_highschool_share,0.16827141
54087,no_highschool_share,0.24560408
54059,no_highschool_share,0.27396673
54037,no_highschool_share,0.12319987
55037,no_highschool_share,0.10369276
53071,no_highschool_share,0.11964084
54025,no_highschool_share,0.17075723
54093,no_highschool_share,0.16188838
13019,no_highschool_share,0.23177774
13291,no_highschool_share,0.15286116
13171,no_highschool_share,0.18144223
16035,no_highschool_share,0.15149692
16085,no_highschool_share,0.076021761
16061,no_highschool_share,0.11701364
13263,no_highschool_share,0.23299535
16025,no_highschool_share,0.15717539
16043,no_highschool_share,0.12134914
16003,no_highschool_share,0.072483219
35051,no_highschool_share,0.15950528
35017,no_highschool_share,0.16294146
